,Time,Area
1244,1244,180
1245,1245,177
1246,1246,101
1247,1247,79
1248,1248,180
1249,1249,162
1250,1250,147
1251,1251,142
1252,1252,143
1253,1253,145
1254,1254,148
1255,1255,152
1256,1256,174
1257,1257,181
1258,1258,177
1259,1259,171
1260,1260,159
1261,1261,163
1262,1262,179
1263,1263,181
1264,1264,107
1265,1265,123
1266,1266,130
1267,1267,129
1268,1268,114
1269,1269,116
1270,1270,114
1271,1271,120
1272,1272,123
1273,1273,126
1274,1274,125
1275,1275,119
1276,1276,118
1277,1277,123
1278,1278,125
1279,1279,122
1280,1280,110
1281,1281,120
1282,1282,116
1283,1283,142
1284,1284,136
1285,1285,141
1286,1286,119
1287,1287,111
1288,1288,125
1289,1289,133
1290,1290,120
1291,1291,75
1292,1292,176
1293,1293,155
1294,1294,155
1295,1295,145
1296,1296,124
1297,1297,119
1298,1298,112
1299,1299,116
1300,1300,150
1301,1301,159
1302,1302,161
1303,1303,157
1304,1304,155
1305,1305,148
1306,1306,143
1307,1307,138
1308,1308,136
1309,1309,138
1310,1310,127
1311,1311,132
1312,1312,132
1313,1313,131
1314,1314,131
1315,1315,137
1316,1316,127
1317,1317,125
1318,1318,122
1319,1319,129
1320,1320,137
1321,1321,131
1322,1322,132
1323,1323,128
1324,1324,129
1325,1325,127
1326,1326,128
1327,1327,126
1328,1328,131
1329,1329,128
1330,1330,124
1331,1331,130
1332,1332,126
1333,1333,130
1334,1334,132
1335,1335,130
1336,1336,134
1337,1337,138
1338,1338,136
1339,1339,138
1340,1340,138
1341,1341,143
1342,1342,140
1343,1343,144
1344,1344,150
1345,1345,148
1346,1346,139
1347,1347,141
1348,1348,144
1349,1349,141
1350,1350,145
1351,1351,141
1352,1352,145
1353,1353,137
1354,1354,139
1355,1355,139
1356,1356,138
1357,1357,134
1358,1358,138
1359,1359,134
1360,1360,138
1361,1361,134
1362,1362,140
1363,1363,138
1364,1364,143
1365,1365,142
1366,1366,146
1367,1367,96
1368,1368,160
1369,1369,148
1370,1370,141
1371,1371,139
1372,1372,130
1373,1373,132
1374,1374,130
1375,1375,130
1376,1376,130
1377,1377,127
1378,1378,133
1379,1379,139
1380,1380,126
1381,1381,132
1382,1382,135
1383,1383,134
1384,1384,131
1385,1385,128
1386,1386,131
1387,1387,133
1388,1388,131
1389,1389,133
1390,1390,130
1391,1391,126
